emp_no,first_name,last_name,title,birth_date
11732,Sanjoy,Ranft,Senior Engineer,1955-06-14
11733,Leszek,Sudbeck,Senior Engineer,1954-05-25
11735,Amalendu,Picci,Senior Staff,1955-02-19
11736,Shugo,Uchoa,Senior Engineer,1953-08-21
11737,Martina,Garnier,Assistant Engineer,1952-07-17
11738,Tadahiro,Lichtman,Senior Engineer,1954-12-13
11746,Koichi,Marrakchi,Senior Staff,1952-05-22
11747,Aksel,Kossowski,Senior Staff,1953-11-27
11748,Lihong,Massonet,Engineer,1953-03-07
11751,Jiafu,Emiris,Senior Staff,1953-02-02
11755,Zhenbing,Karner,Senior Staff,1954-08-16
11756,Abdelwaheb,Vakili,Engineer,1955-02-24
11763,Yuriy,Liesche,Engineer,1953-08-19
11764,Sanjay,Anick,Senior Engineer,1953-04-22
11765,Zorica,Junet,Senior Staff,1955-08-17
11769,Chandrasekaran,Lampe,Senior Staff,1953-07-17
11770,Arumugam,Jakobus,Senior Engineer,1955-08-26
11772,Gaurav,Penz,Engineer,1954-06-19
11774,Aron,Wroclawski,Engineer,1954-07-11
11778,Dhritiman,Fontan,Senior Engineer,1953-04-23
11779,Shunichi,Thombley,Staff,1952-06-07
11791,Gal,Mamelak,Senior Engineer,1955-11-07
11797,Chenxi,Thambidurai,Senior Staff,1954-08-12
11801,Tommaso,Dayang,Senior Staff,1953-11-22
11805,Rosine,Grandbois,Assistant Engineer,1953-06-05
11807,Chriss,Binding,Technique Leader,1955-12-25
11810,Amabile,Bhattacharjee,Senior Engineer,1952-12-08
11811,Herb,Boissier,Senior Staff,1953-07-05
11813,Gita,Muhlberg,Staff,1952-04-27
11814,Manohar,Shinomoto,Staff,1954-09-16
11817,Niranjan,Markovitch,Senior Staff,1955-05-25
11821,Mary,Piazza,Senior Engineer,1954-10-18
11822,Sastry,Madeira,Staff,1954-08-30
11823,Weiyi,Iacovou,Senior Engineer,1954-09-25
11829,Chaosheng,Pettis,Assistant Engineer,1952-08-01
11832,Arto,Zlotek,Engineer,1952-05-18
11836,Ortrud,Bakhtari,Senior Staff,1952-09-14
11838,Taiji,Nitta,Staff,1955-04-13
11841,Elvia,Bugrara,Staff,1955-04-21
11842,Moto,Piazza,Senior Staff,1954-03-31
11844,Shawna,Demeyer,Senior Engineer,1953-10-30
11846,Fai,Perly,Senior Engineer,1954-04-24
11847,Tzvetan,Brandsma,Senior Engineer,1954-03-05
11853,Zeljko,Kusakabe,Senior Staff,1952-06-19
11857,Divier,Farrag,Senior Staff,1955-12-03
11862,Alejandra,Deville,Senior Engineer,1954-01-25
11864,Pradeep,Kriebel,Staff,1952-06-14
11868,Kwee,Demke,Engineer,1954-03-02
11869,Fumino,Luca,Engineer,1955-09-14
11871,Nalini,Sommen,Senior Engineer,1953-05-02
11872,Cheong,Riexinger,Senior Staff,1953-01-17
11876,Leszek,Kobuchi,Senior Engineer,1954-09-17
11877,Heng,Sudkamp,Senior Staff,1953-06-15
11881,Arra,Staelin,Senior Staff,1952-08-06
11883,Nectarios,Bhattacharjee,Engineer,1952-05-27
11888,Badri,Azulay,Senior Staff,1952-04-05
11894,Mitchel,Validov,Senior Engineer,1954-12-23
11896,Shaunak,Benzmuller,Technique Leader,1953-06-14
11897,Cordelia,Setlzner,Senior Staff,1952-11-23
11906,Hideo,Boguraev,Engineer,1955-04-26
11911,Ashish,Mondadori,Senior Engineer,1952-07-08
11915,Miomir,Mawatari,Senior Engineer,1954-08-16
11917,Jiakeng,VanScheik,Engineer,1955-03-26
11926,Leni,Felcyn,Engineer,1955-04-06
11931,Gunilla,Chiodo,Senior Staff,1952-10-30
11933,Basil,Erman,Senior Engineer,1953-08-15
11938,Aruna,Verspoor,Staff,1954-01-14
11939,Chinhyun,Basart,Technique Leader,1954-10-25
11940,Ult,Anido,Assistant Engineer,1954-06-24
11944,Along,Aumann,Senior Engineer,1952-05-15
11945,Limsoon,Marakhovsky,Staff,1952-02-17
11948,Yahiko,Nergos,Senior Engineer,1952-02-21
11949,Martijn,Harbusch,Technique Leader,1953-01-27
11951,Bernt,Haumacher,Senior Engineer,1955-05-08
11965,Arup,Morrey,Engineer,1954-12-03
11972,Sibyl,Beausoleil,Senior Staff,1954-10-01
11980,Yechezkel,Pews,Staff,1955-07-03
11983,Jaana,Hedayat,Senior Engineer,1953-01-04
11987,Vidya,Schaar,Senior Staff,1954-12-29
11988,Chinya,Chinin,Senior Engineer,1953-08-10
11989,Erzsebet,Peltason,Technique Leader,1953-10-29
11993,Marit,Dalphin,Senior Staff,1955-10-29
11994,Sigeru,Fiebach,Senior Staff,1953-02-11
11997,Heon,Mawatari,Staff,1954-06-19
12007,Marko,Dehkordi,Senior Engineer,1952-06-18
12008,Frederique,Zykh,Engineer,1953-09-13
12011,Zhilian,Coorg,Senior Staff,1953-12-16
12015,Kensei,Guenter,Staff,1954-08-26
12021,Chikara,Rahimi,Senior Engineer,1955-03-11
12023,Chuanyi,Eppinger,Technique Leader,1954-07-05
12024,Mayumi,Lanzelotte,Staff,1952-11-09
12025,Jaewoo,Heiserman,Staff,1953-05-04
12028,Ingemar,Walstra,Senior Engineer,1952-11-21
12030,Shuky,Cromarty,Staff,1953-06-02
12033,Visit,Serot,Engineer,1955-05-06
12034,Aemilian,Piazza,Staff,1954-04-15
12036,Mads,Ratzlaff,Senior Staff,1953-03-02
12037,Arunas,Katzenelson,Senior Staff,1954-01-11
12040,Bluma,Kermarrec,Senior Staff,1955-03-24
12043,Masaki,Lubachevsky,Staff,1952-12-11
12044,Rance,Hemaspaandra,Senior Engineer,1955-08-16
12047,Jordanka,Ligten,Assistant Engineer,1954-01-16
12050,Yuchang,Tchuente,Engineer,1953-06-08
12052,Masako,Khasidashvili,Technique Leader,1953-11-13
12053,Yechezkel,Pelc,Senior Engineer,1955-06-20
12054,Odysseas,Braccini,Staff,1954-04-08
12055,Rutger,Kilgore,Staff,1952-03-16
12060,Toshimi,Antonakopoulos,Technique Leader,1955-03-25
12062,Margareta,Worfolk,Senior Staff,1954-01-20
12063,Lein,Bale,Senior Engineer,1955-07-06
12069,Ayonca,Burnard,Senior Engineer,1953-12-27
12070,Ger,Shokrollahi,Technique Leader,1955-07-23
12076,Karlis,Siprelle,Senior Staff,1955-03-16
12077,Steve,Hutton,Senior Engineer,1954-11-17
12080,Panayotis,Feinberg,Senior Staff,1953-10-16
12082,Xinan,Yamaashi,Senior Staff,1953-09-20
12087,Weijing,Jumpertz,Engineer,1953-05-09
12089,Bilhanan,Socorro,Senior Staff,1954-06-21
12090,Shigenori,Angelopoulos,Engineer,1955-03-27
12091,Lansing,Cunliffe,Senior Engineer,1955-02-19
12092,Kauko,Unno,Senior Staff,1955-07-20
12093,Evgueni,Oxenboll,Senior Engineer,1952-07-02
12094,Weiru,Pearson,Senior Staff,1955-05-02
12095,Fai,Smeets,Senior Engineer,1953-05-24
12099,Nobuyoshi,Kuzuoka,Senior Staff,1953-01-12
12102,Aron,Erde,Staff,1952-10-14
12103,Becky,Erie,Staff,1955-02-03
12104,Dulce,Kohling,Senior Engineer,1955-03-26
12112,Satyanarayana,Avouris,Senior Staff,1953-07-01
12114,Shiv,Rubsam,Staff,1954-11-05
12122,Satoru,Krone,Senior Engineer,1954-06-27
12123,Xiahua,Syrzycki,Senior Staff,1954-07-08
12125,Shounak,Erman,Engineer,1953-04-16
12128,Yannik,Barreiro,Staff,1953-09-13
12138,Takahito,Brender,Engineer,1953-09-02
12140,Xudong,Paciorek,Senior Staff,1952-07-30
12148,Hidde,Garigliano,Assistant Engineer,1952-08-08
12149,Suebskul,Grandbois,Senior Staff,1954-10-25
12159,Shem,Perly,Senior Engineer,1955-08-15
12160,Aamer,Garrabrants,Senior Staff,1954-12-11
12164,Muneo,Chachaty,Engineer,1954-01-04
12165,Xiaobin,Maquelin,Senior Engineer,1952-11-19
12168,Arnd,Salverda,Senior Staff,1954-07-10
12172,Jianhua,Llado,Senior Staff,1954-04-04
12173,Adel,Nanard,Senior Engineer,1955-02-03
12174,Slavian,Plavsic,Senior Engineer,1955-02-01
12183,Harngdar,Iisaku,Engineer,1954-06-29
12186,Guther,Nooteboom,Senior Staff,1952-12-06
12190,Abdulah,Engberts,Senior Engineer,1952-12-19
12191,Rosella,Bazzichi,Engineer,1953-12-02
12192,Feiyu,Klyachko,Senior Engineer,1954-11-06
12205,Sushant,Rossi,Senior Engineer,1955-08-24
12206,Barton,Janetzko,Senior Engineer,1954-11-21
12210,Vugranam,Ashish,Senior Staff,1954-01-12
12213,Kwangho,Brizzi,Senior Staff,1952-09-26
12216,Aloke,Mansanne,Engineer,1954-12-27
12218,Yaghout,Strooper,Senior Engineer,1954-08-01
12219,Junsik,Gadepally,Senior Staff,1952-07-13
12221,Vincent,Melter,Senior Engineer,1955-07-14
12222,Abdelwaheb,Holburn,Senior Staff,1953-03-04
12223,Niteen,Koyama,Senior Engineer,1954-07-27
12230,Yuriy,Bellone,Engineer,1952-02-08
12231,Nishit,Bharadwaj,Senior Engineer,1954-08-27
12235,Honesty,Haumacher,Staff,1954-06-05
12242,Satoru,Wolniewicz,Engineer,1954-04-08
12247,Subbu,Penttonen,Technique Leader,1952-03-26
12249,Eldridge,Sadowski,Senior Engineer,1952-09-20
12250,Kerhong,Aloia,Senior Engineer,1954-10-02
12254,Chaitali,Stafford,Engineer,1953-04-04
12256,Guadalupe,Reghbati,Senior Staff,1955-02-15
12258,Kankanahalli,Eiter,Senior Engineer,1955-01-06
12264,Mart,Pagter,Engineer,1953-12-30
12269,Mohammed,Whitcomb,Senior Engineer,1952-06-22
12270,Shakhar,Kornyak,Senior Staff,1953-08-10
12272,Behnaam,Grandbois,Senior Staff,1955-10-16
12273,Jaideep,Uehara,Senior Staff,1953-11-22
12274,Garnik,Papadias,Engineer,1955-02-01
12276,Yongmin,Lenart,Senior Engineer,1955-05-03
12281,Hisao,Langford,Senior Engineer,1953-08-13
12282,Tadahiro,Delgrange,Engineer,1952-02-02
12291,Masamitsu,Koyama,Senior Staff,1953-12-28
12298,Tetsurou,Rodham,Senior Engineer,1954-03-03
12303,Godehard,Braccini,Senior Staff,1952-08-20
12308,Mototsugu,Cronau,Senior Staff,1952-02-17
12311,Susanne,Lubachevsky,Senior Engineer,1955-02-11
12312,Chenye,Velasco,Engineer,1954-04-06
12316,Hyuncheol,Duclos,Engineer,1953-12-30
12317,Weiyi,Crabtree,Staff,1952-05-23
12327,DAIDA,Bruckman,Senior Engineer,1952-05-21
12328,Atilio,Prampolini,Staff,1952-05-29
12335,Arnould,Genin,Senior Staff,1952-11-25
12338,Kagan,Besselaar,Staff,1952-09-23
12339,Pranay,Czaja,Staff,1954-08-14
12341,Rasiah,Luga,Senior Engineer,1955-02-13
12343,Sorina,Slaats,Senior Staff,1952-10-18
12345,Xuedong,Mellouli,Senior Engineer,1954-04-29
12351,Gennady,Zizka,Engineer,1952-12-19
12355,Vidar,Hutton,Senior Engineer,1953-09-12
12364,Neelam,Cummings,Assistant Engineer,1954-07-01
12365,Kamakshi,Bisiani,Senior Engineer,1954-01-21
12366,Patricio,Setlzner,Staff,1952-08-11
12368,Gor,Dechter,Senior Staff,1955-10-07
12373,Mooi,Driscoll,Senior Staff,1953-04-26
12379,Kazuhisa,Serna,Technique Leader,1955-04-04
12380,Menkae,Farrow,Staff,1953-06-13
12381,Amalendu,Klerer,Senior Staff,1953-04-13
12388,Arumugam,Hebert,Senior Engineer,1954-12-14
12394,Stevo,Reeken,Engineer,1952-02-09
12395,Sanjit,Felder,Senior Staff,1955-01-08
12399,Mihalis,Luga,Senior Staff,1955-11-15
12407,Jianwen,Brodie,Engineer,1952-10-12
12411,Shao,Ibel,Senior Staff,1952-05-31
12413,Hugh,Gadepally,Senior Engineer,1955-06-17
12415,Uri,Sluis,Staff,1952-06-05
12417,Dannz,Spelt,Senior Engineer,1955-11-18
12421,Toshimi,Gulik,Senior Engineer,1955-03-15
12422,Berhard,Demos,Senior Staff,1954-12-04
12426,Shahaf,Valtorta,Technique Leader,1952-04-29
12427,Zissis,Daescu,Senior Staff,1955-09-15
12434,Xumin,Bernardinello,Engineer,1953-09-23
12438,Yongmao,Mondadori,Senior Staff,1953-11-24
12450,Sanjeeva,Perng,Senior Engineer,1952-02-10
12451,Pramod,Marzano,Senior Engineer,1955-04-25
12452,Hiroyasu,Francisci,Engineer,1953-10-04
12454,Kerryn,Farris,Staff,1954-08-21
12464,Shai,Milicic,Staff,1955-09-08
12466,Cullen,Nations,Senior Staff,1953-07-30
12468,Ioana,Baezner,Staff,1952-05-05
12470,Khue,Hinsberger,Engineer,1954-05-05
12475,Filipe,Roison,Senior Engineer,1953-03-30
12478,Yahiko,Hopewell,Senior Staff,1954-10-23
12480,Tetsushi,Schade,Staff,1953-02-19
12482,Chandrasekaran,Rijckaert,Senior Engineer,1954-07-18
12487,Mona,Reghbati,Senior Staff,1954-04-24
12488,Etsuo,Gerteisen,Senior Engineer,1954-11-09
12489,Arnould,Munck,Senior Engineer,1955-01-23
12490,Jackson,Muchinsky,Senior Engineer,1955-08-08
12492,Kristinn,Hammerschmidt,Senior Engineer,1953-07-13
12493,Filipp,Menhardt,Senior Engineer,1953-07-16
12497,Stein,Penz,Senior Staff,1953-08-26
12499,Izaskun,Lamba,Senior Staff,1955-09-22
12501,Morrie,Matheson,Senior Staff,1954-11-22
12502,Danil,VanScheik,Senior Engineer,1952-07-22
12504,Adly,Rosaz,Engineer,1953-01-04
12505,Barton,Goldhammer,Senior Staff,1952-08-24
12506,Gay,Rodite,Engineer,1955-07-13
12509,Rutger,Krzyzanowski,Senior Staff,1954-05-20
12514,Tomofumi,Melter,Engineer,1952-11-14
12515,Pranav,Wilharm,Senior Engineer,1952-05-22
12520,Goetz,Basart,Engineer,1954-01-21
12522,Trygve,Zhang,Technique Leader,1954-03-06
12523,Tonia,Casley,Senior Staff,1954-09-26
12524,Tetsushi,Demeyer,Engineer,1954-02-08
12528,Conor,Cincotta,Senior Staff,1952-11-20
12534,Yongmao,Gerlach,Senior Engineer,1953-01-31
12537,Avishai,Gonthier,Senior Staff,1955-11-23
12540,Poornachandra,Bresenham,Senior Staff,1953-11-03
12541,Shih,Nanard,Senior Staff,1952-04-22
12542,Kazuhide,Bouloucos,Senior Staff,1954-07-26
12551,Jeane,Tzvieli,Senior Engineer,1954-03-15
12552,Mechthild,Zongker,Staff,1955-07-27
12553,Aral,Vesna,Senior Staff,1954-05-08
12555,Spyrose,DuCasse,Assistant Engineer,1953-06-24
12557,Stafford,Kopetz,Senior Engineer,1954-01-01
12558,Danco,Niizuma,Senior Engineer,1955-02-09
12563,Honesty,Ducloy,Engineer,1953-07-03
12564,Remco,Nitsche,Staff,1955-10-03
12568,Marlo,Boyle,Engineer,1954-02-24
12571,Abdelaziz,Candan,Engineer,1952-04-16
12574,Mong,Gelosh,Engineer,1954-09-02
12586,Oguz,Tasistro,Senior Engineer,1952-11-02
12588,Yagil,Kenevan,Senior Engineer,1954-12-29
12589,Anoosh,Chleq,Senior Engineer,1952-11-23
12590,Gita,Rosenbaum,Senior Staff,1953-02-04
12596,Breannda,Roisin,Senior Staff,1955-10-10
12597,Kazuhito,Petereit,Senior Staff,1952-09-07
12601,Ghassan,Simkin,Senior Engineer,1955-08-16
12603,Utpal,Roison,Staff,1953-11-23
12608,Nectarios,Mondadori,Senior Staff,1955-10-27
12612,Chandrasekaran,Thimonier,Staff,1954-01-09
12617,Shawna,Rusterholz,Senior Staff,1953-05-07
12623,Raimond,Scharstein,Senior Staff,1953-01-02
12626,Gill,Comyn,Senior Engineer,1954-07-16
12630,Sreekrishna,Falco,Senior Staff,1954-04-23
12635,Xinyu,Restivo,Senior Engineer,1952-11-09
12636,Yuuichi,Debuse,Senior Staff,1955-11-21
12637,Poorav,Karner,Senior Staff,1955-06-03
12638,Yuqun,Seiwald,Engineer,1954-11-09
12639,Zeljko,Schapire,Senior Engineer,1952-10-13
12642,Suebskul,Gips,Senior Staff,1955-09-27
12644,Bernt,Jayawardene,Senior Engineer,1952-06-09
12645,Kyoichi,Decaestecker,Staff,1955-04-01
12651,Pragnesh,Bael,Senior Staff,1952-07-24
12656,Seshu,Morton,Senior Staff,1955-08-12
12662,Leucio,Alvarado,Engineer,1952-08-02
12663,Nobuyoshi,Stellhorn,Technique Leader,1954-10-31
12664,Zhonghua,Parveen,Staff,1952-05-01
12665,Amalendu,Lanphier,Staff,1954-03-09
12666,Stamatina,Prenel,Engineer,1955-03-14
12670,Seongbae,Alameldin,Engineer,1952-06-10
12672,Mayumi,Varman,Senior Engineer,1953-04-26
12678,Carrsten,Borovoy,Engineer,1952-12-07
12680,Bader,Staudhammer,Staff,1954-09-15
12687,Weicheng,Badache,Staff,1954-12-06
12689,Luerbio,Boudaillier,Senior Engineer,1953-01-19
12691,Oddvar,Gils,Senior Engineer,1952-10-17
12694,Kazuhira,Luders,Engineer,1954-12-19
12697,Uri,Brizzi,Senior Staff,1955-06-25
12707,Gregory,Zastre,Staff,1953-07-22
12709,Ronghao,Botman,Senior Engineer,1955-08-09
12715,Honglan,Showalter,Staff,1955-12-31
12717,Tzu,Jiafu,Staff,1953-04-17
12721,Sajjan,Szilard,Engineer,1954-03-04
12722,Elliott,Cheshire,Senior Staff,1955-09-23
12725,Inderjeet,Flexer,Senior Staff,1953-07-28
12726,Fumitake,Panwar,Senior Engineer,1954-03-27
12729,Nahla,Rahier,Senior Engineer,1954-05-18
12730,Barry,Perl,Technique Leader,1953-07-01
12731,Yongmao,Waymire,Senior Staff,1953-05-09
12732,Mara,Takanami,Senior Staff,1952-09-27
12734,Gil,Frijda,Senior Engineer,1952-03-05
12746,Heekeun,Lunn,Senior Engineer,1953-10-11
12747,Salvador,Atrawala,Technique Leader,1955-10-23
12748,Berry,Kakkar,Engineer,1953-12-23
12753,Kazuhito,Syrotiuk,Senior Engineer,1952-12-22
12754,Ronnie,Tetzlaff,Senior Engineer,1955-06-11
12755,Rildo,Rodite,Senior Staff,1955-02-20
12758,Hauke,Pashtan,Staff,1954-09-11
12759,LiMin,Kuszyk,Senior Staff,1953-05-05
12761,Hitofumi,Schaad,Senior Staff,1953-11-05
12768,Mingdong,Stiles,Engineer,1953-05-18
12769,Abdelwaheb,Gluchowski,Engineer,1955-05-11
12770,Maik,Benzaken,Senior Staff,1955-01-17
12773,Jenwei,Lovengreen,Senior Engineer,1952-06-26
12774,Moon,Asrin,Engineer,1952-12-30
12775,Mariangiola,Berendt,Engineer,1952-10-21
12777,Sreenivas,Cichocki,Senior Staff,1954-11-01
12785,Bouchung,Armand,Senior Engineer,1954-10-20
12786,Weiyi,Schusler,Engineer,1953-01-28
12789,Sanjai,Felcyn,Engineer,1955-03-20
12790,Gunilla,Perl,Senior Staff,1953-02-05
12795,Masoud,Fordan,Senior Staff,1952-05-06
12796,Saniya,Stanfel,Senior Engineer,1954-05-02
12798,Lillian,Beeson,Senior Staff,1952-05-18
12799,Tiina,Businaro,Senior Staff,1954-11-21
12803,Gad,Boissier,Senior Staff,1952-05-12
12807,Gretta,Babb,Senior Engineer,1955-10-05
12810,Kristof,Staelin,Technique Leader,1955-06-15
12814,Jaques,Kohling,Technique Leader,1952-06-10
12815,Sushant,Junot,Senior Staff,1955-03-25
12816,Freyja,Ramras,Senior Engineer,1952-10-15
12819,Mountaz,Gubsky,Senior Engineer,1953-07-30
12821,Arco,Gihr,Engineer,1952-06-01
12825,Sakthirel,Cannata,Senior Engineer,1955-04-28
12828,Oksana,Camurati,Staff,1954-01-30
12829,Harngdar,Harbusch,Senior Engineer,1955-08-25
12831,Maris,Baja,Engineer,1953-12-14
12840,Zhensheng,Ferretti,Engineer,1952-12-20
12843,Yinlin,Heijenga,Senior Engineer,1955-12-17
12846,Krisda,Cyne,Senior Staff,1954-10-24
12848,Kazuhide,Smeets,Engineer,1953-01-17
12851,Kwangyoen,Ramsay,Staff,1953-08-08
12853,Mang,Brobst,Senior Staff,1953-10-06
12855,Mabhin,Murrill,Senior Staff,1953-10-24
12857,Alagu,Gils,Senior Engineer,1952-06-02
12863,Leif,Matheson,Senior Engineer,1954-08-02
12865,Katsuyuki,Rothe,Senior Staff,1952-04-03
12868,Berthier,Nanard,Senior Engineer,1952-08-28
12869,Jacopo,Swiler,Staff,1952-05-11
12871,Shay,Zockler,Staff,1955-05-25
12872,Marl,Schmittgen,Senior Staff,1953-02-18
12876,Apostol,Goodrum,Engineer,1953-12-05
12879,Baruch,Eugenio,Senior Engineer,1955-09-07
12881,Huai,Yurek,Staff,1953-08-21
12885,Anwar,Collavizza,Senior Engineer,1952-12-25
12887,Hilari,DuBourdieux,Senior Engineer,1953-01-04
12888,Martien,Erni,Senior Staff,1955-11-05
12889,Mayumi,Mukaidono,Engineer,1952-05-02
12890,Neven,Casley,Senior Staff,1955-10-05
12893,Licheng,Crouzet,Senior Staff,1954-10-09
12895,Roddy,Serot,Senior Engineer,1952-04-28
12899,Chinho,Sethi,Senior Staff,1954-07-13
12905,Munehiro,Gecsei,Senior Engineer,1955-01-24
12910,Uno,Casley,Staff,1955-01-27
12915,Arco,Ligten,Senior Staff,1955-08-17
12922,Jacqueline,Porenta,Senior Staff,1955-09-01
12923,Chaosheng,Journel,Senior Engineer,1953-09-05
12926,Heekeun,Luby,Senior Staff,1952-04-24
12934,Adil,Solares,Senior Engineer,1953-06-21
12936,Reinhold,Farrow,Technique Leader,1955-11-13
12937,Arup,Cincotta,Staff,1953-03-17
12940,Odinaldo,Farrar,Senior Engineer,1953-10-25
12941,Tommaso,Perelgut,Senior Engineer,1954-07-29
12944,Alselm,Benzmuller,Senior Staff,1955-07-07
12949,Geoff,Asrin,Senior Engineer,1955-02-24
12951,Mohammad,Keirsey,Senior Staff,1954-06-15
12960,Tayeb,Navazio,Engineer,1955-07-20
12962,Paraskevi,Beerel,Senior Staff,1952-10-26
12969,Mohan,Angot,Senior Staff,1955-03-27
12972,Juyoung,Azevdeo,Staff,1952-10-16
12974,Gift,Frolund,Senior Staff,1953-08-13
12977,Byong,Markovitch,Senior Engineer,1954-11-29
12981,Maren,Merro,Engineer,1953-10-02
12982,Sachem,Aamodt,Senior Engineer,1952-12-08
12983,Elliott,Hambrick,Staff,1954-04-07
12984,Atilio,Krohm,Engineer,1954-02-19
12986,Khun,Hennebert,Senior Engineer,1952-03-08
12987,Youngkon,Kading,Senior Engineer,1953-10-08
13000,Adhemar,Chiodo,Engineer,1955-01-31
13002,Henk,Muhlberg,Senior Engineer,1954-12-08
13004,Fan,Beznosov,Senior Engineer,1952-12-13
13008,Jayesh,Zaumen,Engineer,1955-12-23
13011,Aamer,Glowinski,Technique Leader,1955-02-25
13012,Florina,Harbusch,Senior Engineer,1952-02-12
13013,Heekeun,Baak,Engineer,1952-10-17
13027,Paraskevi,Kohling,Technique Leader,1955-03-13
13030,Yahiko,Kroll,Senior Staff,1955-02-12
13034,Arunas,Rosen,Senior Staff,1955-02-21
13046,Vivian,Stafford,Senior Staff,1953-03-09
13047,Atilio,Chelton,Senior Engineer,1953-04-24
13048,Kerhong,Massonet,Senior Engineer,1952-07-17
13049,Fan,Naudin,Staff,1955-08-28
13052,Aleksandar,Schlenzig,Senior Engineer,1952-09-26
13054,Samphel,Masamoto,Senior Engineer,1952-03-24
13062,Xinglin,Baak,Technique Leader,1953-11-10
13065,Zine,Schiper,Senior Staff,1955-07-27
13067,Wayne,Kornyak,Senior Engineer,1955-08-01
13073,Utpal,Journel,Staff,1954-05-29
13075,Rosella,Morrin,Senior Staff,1955-05-24
13076,Deniz,Skafidas,Engineer,1954-03-09
13084,Domenico,Pagter,Senior Staff,1953-01-05
13086,Dzung,Domenig,Senior Staff,1953-06-10
13087,Gor,Ranft,Senior Engineer,1953-04-23
13093,Sajjan,Unno,Staff,1953-08-12
13095,Khedija,Cochrane,Staff,1952-02-13
13096,Ibibia,Armand,Senior Engineer,1953-01-03
13103,Srinidhi,Ellozy,Senior Engineer,1952-05-09
13108,Rance,Matteis,Senior Staff,1955-10-16
13110,Maria,Kamble,Senior Engineer,1953-09-29
13113,Kwun,Landherr,Staff,1953-08-05
13124,Quingbo,Garnick,Senior Staff,1955-11-06
13126,Parviz,Hennebert,Senior Engineer,1953-05-03
13133,Guther,Senzako,Senior Staff,1955-06-21
13134,Lorien,Chepyzhov,Senior Engineer,1955-06-25
13140,Shuji,Vidal,Staff,1955-07-03
13143,Qingxiang,Ventosa,Technique Leader,1953-10-06
13144,Persi,Nollmann,Senior Staff,1952-07-11
13146,Haldon,Erie,Senior Staff,1953-11-01
13147,Shichao,Ginesta,Senior Staff,1955-12-28
13149,Alejandro,Gill,Assistant Engineer,1954-09-28
13150,Mahmut,Stavenow,Technique Leader,1953-06-28
13156,Akeel,Millington,Senior Engineer,1952-04-19
13159,Jingling,Ranst,Staff,1954-09-22
13161,Manu,Picci,Senior Engineer,1955-05-04
13165,Lucian,Benner,Senior Engineer,1954-09-09
13168,Munir,Stentiford,Senior Engineer,1954-06-10
13170,Cheong,Bernardeschi,Senior Staff,1955-10-25
13171,Anoosh,Birnbaum,Senior Engineer,1954-12-29
13173,Arve,Horswill,Senior Staff,1953-04-20
13175,Yucai,Swick,Senior Engineer,1955-10-23
13179,Moty,Janocha,Staff,1955-09-09
13182,Kokou,Rodite,Engineer,1954-02-25
13186,Kyoichi,Barbanera,Senior Staff,1955-06-19
13189,Yuuichi,Bazzichi,Staff,1955-11-29
13192,Rosita,Flowers,Technique Leader,1953-01-28
13197,Rosita,Litzler,Staff,1954-07-08
13200,Weidon,Pauthner,Senior Engineer,1952-05-24
13202,Aram,Scharstein,Senior Staff,1953-05-10
13203,Phule,Emmart,Senior Staff,1953-09-08
13204,Mircea,Pellegrinelli,Assistant Engineer,1954-07-25
13206,Tetsurou,Rullman,Staff,1954-04-07
13210,Jianhua,Klassen,Senior Staff,1953-06-19
13213,Hein,Billawala,Senior Staff,1954-12-29
13216,Stabislas,Weedman,Staff,1952-10-16
13221,Premsyl,Famili,Senior Staff,1955-05-17
13227,Goncalo,Pell,Staff,1952-07-15
13232,Mitchel,Fujisaki,Technique Leader,1955-01-29
13233,Alselm,Chvatal,Senior Engineer,1954-08-11
13235,Taizo,Remmers,Engineer,1955-03-09
13238,Ebru,Foote,Senior Staff,1953-02-23
13240,King,Pileggi,Senior Engineer,1955-02-14
13243,Fay,Huxford,Staff,1953-12-23
13246,Adil,Siepmann,Staff,1952-06-09
13248,Keiichiro,Guting,Staff,1954-07-10
13249,Oldrich,Rissland,Staff,1952-04-14
13250,Zeydy,Schusler,Senior Engineer,1954-02-20
13252,Morris,Kavvadias,Staff,1955-04-11
13260,JoAnna,McDermid,Technique Leader,1954-08-02
13261,Martial,Peternell,Staff,1952-07-19
13263,Subhash,Zockler,Senior Staff,1955-03-18
13272,Arun,Jiang,Senior Staff,1953-10-11
13276,Yechiam,Seuren,Senior Staff,1955-05-07
